userID,articleID,userRegion,userCountry
USER_0008,ARTICLE_1624,MG,BR
USER_0008,ARTICLE_0693,SP,BR
USER_0008,ARTICLE_1439,SP,BR
USER_0008,ARTICLE_1238,SP,BR
USER_0008,ARTICLE_1624,MG,BR
USER_0008,ARTICLE_1743,SP,BR
USER_0008,ARTICLE_2455,SP,BR
USER_0008,ARTICLE_2592,SP,BR
USER_0008,ARTICLE_0399,MG,BR
USER_0008,ARTICLE_1794,SP,BR
USER_0008,ARTICLE_0399,SP,BR
USER_0008,ARTICLE_2012,SP,BR
USER_0008,ARTICLE_1267,SP,BR
USER_0008,ARTICLE_2541,SP,BR
USER_0008,ARTICLE_2105,SP,BR
USER_0008,ARTICLE_1624,MG,BR
USER_0008,ARTICLE_0647,SP,BR
USER_0008,ARTICLE_2012,SP,BR
USER_0008,ARTICLE_1624,MG,BR
USER_0008,ARTICLE_2012,SP,BR
USER_0008,ARTICLE_2327,SP,BR
USER_0008,ARTICLE_2406,SP,BR
USER_0008,ARTICLE_1924,SP,BR
USER_0008,ARTICLE_1624,MG,BR
USER_0008,ARTICLE_0777,MG,BR
USER_0009,ARTICLE_1587,SP,BR
USER_0009,ARTICLE_2868,SP,BR
USER_0009,ARTICLE_0590,SP,BR
USER_0010,ARTICLE_2972,SP,BR
USER_0010,ARTICLE_0107,SP,BR
USER_0010,ARTICLE_0336,SP,BR
USER_0010,ARTICLE_3005,SP,BR
USER_0010,ARTICLE_1513,SP,BR
USER_0010,ARTICLE_1824,SP,BR
USER_0010,ARTICLE_2820,SP,BR
USER_0010,ARTICLE_0849,SP,BR
USER_0010,ARTICLE_2698,SP,BR
USER_0010,ARTICLE_1257,SP,BR
USER_0010,ARTICLE_1112,SP,BR
USER_0010,ARTICLE_2698,SP,BR
USER_0010,ARTICLE_1672,SP,BR
USER_0010,ARTICLE_2195,SP,BR
USER_0010,ARTICLE_1859,SP,BR
USER_0010,ARTICLE_1171,SP,BR
USER_0010,ARTICLE_2698,SP,BR
USER_0010,ARTICLE_0040,SP,BR
USER_0010,ARTICLE_2360,SP,BR
USER_0010,ARTICLE_1547,SP,BR
USER_0010,ARTICLE_2632,SP,BR
USER_0010,ARTICLE_0225,SP,BR
USER_0010,ARTICLE_2532,SP,BR
USER_0010,ARTICLE_1697,SP,BR
USER_0010,ARTICLE_0727,SP,BR
USER_0010,ARTICLE_0107,SP,BR
USER_0010,ARTICLE_2660,SP,BR
USER_0010,ARTICLE_2195,SP,BR
USER_0010,ARTICLE_0618,SP,BR
USER_0010,ARTICLE_2386,SP,BR
USER_0010,ARTICLE_0061,SP,BR
USER_0010,ARTICLE_2182,SP,BR
USER_0010,ARTICLE_0125,SP,BR
USER_0010,ARTICLE_2931,SP,BR
USER_0010,ARTICLE_1253,SP,BR
USER_0010,ARTICLE_2936,SP,BR
USER_0010,ARTICLE_2085,SP,BR
USER_0010,ARTICLE_0789,SP,BR
USER_0010,ARTICLE_2656,SP,BR
USER_0010,ARTICLE_2197,SP,BR
USER_0010,ARTICLE_1171,SP,BR
USER_0010,ARTICLE_2931,SP,BR
USER_0011,ARTICLE_0729,SP,BR
USER_0011,ARTICLE_1965,SP,BR
USER_0011,ARTICLE_2782,SP,BR
USER_0011,ARTICLE_2782,SP,BR
USER_0011,ARTICLE_1019,SP,BR
USER_0011,ARTICLE_2576,SP,BR
USER_0011,ARTICLE_2921,SP,BR
USER_0012,ARTICLE_2719,SP,BR
USER_0012,ARTICLE_0212,SP,BR
USER_0012,ARTICLE_1541,SP,BR
USER_0012,ARTICLE_1541,SP,BR
USER_0012,ARTICLE_1381,SP,BR
USER_0012,ARTICLE_0502,SP,BR
USER_0012,ARTICLE_0495,SP,BR
USER_0012,ARTICLE_2024,SP,BR
USER_0012,ARTICLE_2099,SP,BR
USER_0012,ARTICLE_2099,SP,BR
USER_0013,ARTICLE_0009,MG,BR
USER_0013,ARTICLE_0220,MG,BR
USER_0013,ARTICLE_1523,MG,BR
USER_0013,ARTICLE_2844,MG,BR
USER_0013,ARTICLE_2844,MG,BR
USER_0013,ARTICLE_1647,MG,BR
USER_0013,ARTICLE_2259,MG,BR
USER_0013,ARTICLE_0706,MG,BR
USER_0013,ARTICLE_0706,MG,BR
USER_0013,ARTICLE_0009,MG,BR
USER_0014,ARTICLE_1439,MG,BR
USER_0014,ARTICLE_1366,MG,BR
USER_0014,ARTICLE_1890,MG,BR
USER_0014,ARTICLE_2064,MG,BR
USER_0014,ARTICLE_0176,MG,BR
USER_0014,ARTICLE_2789,MG,BR
USER_0014,ARTICLE_0342,MG,BR
USER_0014,ARTICLE_0793,MG,BR
USER_0014,ARTICLE_0422,MG,BR
USER_0014,ARTICLE_2011,MG,BR
USER_0014,ARTICLE_2789,MG,BR
USER_0014,ARTICLE_2886,MG,BR
USER_0014,ARTICLE_2789,MG,BR
USER_0014,ARTICLE_0367,MG,BR
USER_0014,ARTICLE_1890,MG,BR
USER_0014,ARTICLE_0035,MG,BR
USER_0014,ARTICLE_1460,MG,BR
USER_0014,ARTICLE_1366,MG,BR
USER_0014,ARTICLE_0364,MG,BR
USER_0014,ARTICLE_2026,MG,BR
USER_0014,ARTICLE_0388,MG,BR
USER_0014,ARTICLE_2383,MG,BR
USER_0014,ARTICLE_0388,MG,BR
USER_0014,ARTICLE_2868,MG,BR
USER_0014,ARTICLE_0035,MG,BR
USER_0014,ARTICLE_2087,MG,BR
USER_0014,ARTICLE_2789,MG,BR
USER_0014,ARTICLE_2789,MG,BR
USER_0014,ARTICLE_0313,MG,BR
USER_0014,ARTICLE_2289,MG,BR
USER_0014,ARTICLE_2068,MG,BR
USER_0014,ARTICLE_1890,MG,BR
USER_0014,ARTICLE_1890,MG,BR
USER_0014,ARTICLE_2068,MG,BR
USER_0014,ARTICLE_2886,MG,BR
USER_0014,ARTICLE_2714,MG,BR
USER_0014,ARTICLE_2886,MG,BR
USER_0014,ARTICLE_2068,MG,BR
USER_0014,ARTICLE_2958,MG,BR
USER_0014,ARTICLE_0964,MG,BR
USER_0014,ARTICLE_2789,MG,BR
USER_0014,ARTICLE_0133,MG,BR
USER_0014,ARTICLE_1568,MG,BR
USER_0014,ARTICLE_2598,MG,BR
USER_0014,ARTICLE_1387,MG,BR
USER_0014,ARTICLE_2598,MG,BR
USER_0014,ARTICLE_0793,MG,BR
USER_0014,ARTICLE_0133,MG,BR
USER_0014,ARTICLE_0388,MG,BR
USER_0014,ARTICLE_2573,MG,BR
USER_0015,ARTICLE_0096,SP,BR
USER_0015,ARTICLE_1601,SP,BR
USER_0015,ARTICLE_0643,SP,BR
USER_0015,ARTICLE_1601,SP,BR
USER_0015,ARTICLE_1105,SP,BR
USER_0015,ARTICLE_2493,SP,BR
USER_0015,ARTICLE_1443,SP,BR
USER_0015,ARTICLE_2493,SP,BR
USER_0016,ARTICLE_1392,SP,BR
USER_0016,ARTICLE_0553,SP,BR
USER_0016,ARTICLE_2936,SP,BR
USER_0016,ARTICLE_1997,SP,BR
USER_0016,ARTICLE_1019,SP,BR
USER_0016,ARTICLE_0865,SP,BR
USER_0016,ARTICLE_2001,SP,BR
USER_0016,ARTICLE_2360,SP,BR
USER_0016,ARTICLE_2964,SP,BR
USER_0016,ARTICLE_0865,SP,BR
USER_0016,ARTICLE_0520,SP,BR
USER_0016,ARTICLE_2781,SP,BR
USER_0016,ARTICLE_0569,SP,BR
USER_0016,ARTICLE_0520,SP,BR
USER_0016,ARTICLE_2467,SP,BR
USER_0016,ARTICLE_0806,SP,BR
USER_0016,ARTICLE_0897,SP,BR
USER_0016,ARTICLE_2597,SP,BR
USER_0016,ARTICLE_2406,SP,BR
USER_0016,ARTICLE_2967,SP,BR
USER_0016,ARTICLE_0553,SP,BR
USER_0016,ARTICLE_0780,SP,BR
USER_0016,ARTICLE_2936,SP,BR
USER_0017,ARTICLE_1745,SP,BR
USER_0017,ARTICLE_1234,SP,BR
USER_0017,ARTICLE_1641,SP,BR
USER_0017,ARTICLE_1248,SP,BR
USER_0017,ARTICLE_1538,SP,BR
USER_0017,ARTICLE_2345,SP,BR
USER_0017,ARTICLE_2410,SP,BR
USER_0017,ARTICLE_0407,SP,BR
USER_0017,ARTICLE_1840,SP,BR
USER_0017,ARTICLE_2528,SP,BR
USER_0017,ARTICLE_2528,SP,BR
USER_0017,ARTICLE_0324,SP,BR
USER_0017,ARTICLE_1709,SP,BR
USER_0017,ARTICLE_0419,SP,BR
USER_0017,ARTICLE_0970,SP,BR
USER_0017,ARTICLE_1744,SP,BR
USER_0017,ARTICLE_0349,SP,BR
USER_0017,ARTICLE_2144,SP,BR
USER_0017,ARTICLE_1183,SP,BR
USER_0017,ARTICLE_0121,SP,BR
USER_0017,ARTICLE_0523,SP,BR
USER_0017,ARTICLE_0139,SP,BR
USER_0017,ARTICLE_0441,SP,BR
USER_0017,ARTICLE_2672,SP,BR
USER_0017,ARTICLE_2129,SP,BR
USER_0017,ARTICLE_0942,SP,BR
USER_0017,ARTICLE_2637,SP,BR
USER_0017,ARTICLE_2045,SP,BR
USER_0017,ARTICLE_2196,SP,BR
USER_0017,ARTICLE_0139,SP,BR
USER_0017,ARTICLE_0218,SP,BR
USER_0017,ARTICLE_1413,SP,BR
USER_0017,ARTICLE_2577,SP,BR
USER_0017,ARTICLE_2188,SP,BR
USER_0017,ARTICLE_1895,SP,BR
USER_0017,ARTICLE_0350,SP,BR
USER_0017,ARTICLE_1040,SP,BR
USER_0017,ARTICLE_0729,SP,BR
USER_0017,ARTICLE_2528,SP,BR
USER_0017,ARTICLE_1904,SP,BR
USER_0017,ARTICLE_0100,SP,BR
USER_0017,ARTICLE_2021,SP,BR
USER_0017,ARTICLE_1183,SP,BR
USER_0017,ARTICLE_1875,SP,BR
USER_0017,ARTICLE_2389,SP,BR
USER_0017,ARTICLE_1641,SP,BR
USER_0017,ARTICLE_2415,SP,BR
USER_0017,ARTICLE_0574,SP,BR
USER_0017,ARTICLE_0767,SP,BR
USER_0017,ARTICLE_2581,SP,BR
USER_0017,ARTICLE_0990,SP,BR
USER_0017,ARTICLE_2577,SP,BR
USER_0017,ARTICLE_0973,SP,BR
USER_0017,ARTICLE_0687,SP,BR
USER_0017,ARTICLE_2434,SP,BR
USER_0017,ARTICLE_1641,SP,BR
USER_0017,ARTICLE_1671,SP,BR
USER_0017,ARTICLE_0059,SP,BR
USER_0017,ARTICLE_0227,SP,BR
USER_0017,ARTICLE_2853,SP,BR
USER_0017,ARTICLE_0792,SP,BR
USER_0017,ARTICLE_1904,SP,BR
USER_0017,ARTICLE_2394,SP,BR
USER_0017,ARTICLE_2726,SP,BR
USER_0017,ARTICLE_1628,SP,BR
USER_0017,ARTICLE_0262,SP,BR
USER_0017,ARTICLE_0872,SP,BR
USER_0017,ARTICLE_0100,SP,BR
USER_0017,ARTICLE_2590,SP,BR
USER_0017,ARTICLE_2345,SP,BR
USER_0017,ARTICLE_1359,SP,BR
USER_0017,ARTICLE_0894,SP,BR
USER_0017,ARTICLE_1329,SP,BR
USER_0017,ARTICLE_1308,SP,BR
USER_0017,ARTICLE_1040,SP,BR
USER_0017,ARTICLE_0116,SP,BR
USER_0017,ARTICLE_0033,SP,BR
USER_0017,ARTICLE_0250,SP,BR
USER_0017,ARTICLE_0973,SP,BR
USER_0017,ARTICLE_0231,SP,BR
USER_0017,ARTICLE_2147,SP,BR
USER_0017,ARTICLE_2434,SP,BR
USER_0017,ARTICLE_1212,SP,BR
USER_0017,ARTICLE_0386,SP,BR
USER_0017,ARTICLE_2577,SP,BR
USER_0017,ARTICLE_0130,SP,BR
USER_0017,ARTICLE_2276,SP,BR
USER_0017,ARTICLE_1041,SP,BR
USER_0017,ARTICLE_1486,SP,BR
USER_0017,ARTICLE_1045,SP,BR
USER_0017,ARTICLE_2917,SP,BR
USER_0017,ARTICLE_1810,SP,BR
USER_0017,ARTICLE_1709,SP,BR
USER_0017,ARTICLE_1625,SP,BR
USER_0017,ARTICLE_2384,SP,BR
USER_0017,ARTICLE_2637,SP,BR
USER_0017,ARTICLE_2365,SP,BR
USER_0017,ARTICLE_0865,SP,BR
USER_0017,ARTICLE_2398,SP,BR
USER_0017,ARTICLE_0227,SP,BR
USER_0017,ARTICLE_1745,SP,BR
USER_0017,ARTICLE_1149,SP,BR
USER_0017,ARTICLE_0349,SP,BR
USER_0017,ARTICLE_2345,SP,BR
USER_0017,ARTICLE_1569,SP,BR
USER_0017,ARTICLE_0224,SP,BR
USER_0017,ARTICLE_1657,SP,BR
USER_0017,ARTICLE_2074,SP,BR
USER_0017,ARTICLE_1671,SP,BR
USER_0017,ARTICLE_2613,SP,BR
USER_0017,ARTICLE_2853,SP,BR
USER_0017,ARTICLE_2572,SP,BR
USER_0017,ARTICLE_0349,SP,BR
USER_0017,ARTICLE_2736,SP,BR
USER_0017,ARTICLE_2118,SP,BR
USER_0017,ARTICLE_1628,SP,BR
USER_0017,ARTICLE_0324,SP,BR
USER_0017,ARTICLE_1641,SP,BR
USER_0017,ARTICLE_2123,SP,BR
USER_0017,ARTICLE_1657,SP,BR
USER_0017,ARTICLE_1641,SP,BR
USER_0017,ARTICLE_0139,SP,BR
USER_0017,ARTICLE_2870,SP,BR
USER_0017,ARTICLE_2345,SP,BR
USER_0017,ARTICLE_0139,SP,BR
USER_0017,ARTICLE_1302,SP,BR
USER_0017,ARTICLE_2196,SP,BR
USER_0017,ARTICLE_0711,SP,BR
USER_0017,ARTICLE_2365,SP,BR
USER_0017,ARTICLE_2738,SP,BR
USER_0017,ARTICLE_1149,SP,BR
USER_0017,ARTICLE_0139,SP,BR
USER_0017,ARTICLE_1359,SP,BR
USER_0017,ARTICLE_2074,SP,BR
USER_0017,ARTICLE_2837,SP,BR
USER_0017,ARTICLE_0693,SP,BR
USER_0017,ARTICLE_2276,SP,BR
USER_0017,ARTICLE_1906,SP,BR
USER_0017,ARTICLE_1895,SP,BR
USER_0017,ARTICLE_0349,SP,BR
USER_0017,ARTICLE_1657,SP,BR
USER_0017,ARTICLE_2577,SP,BR
USER_0017,ARTICLE_0241,SP,BR
USER_0017,ARTICLE_0666,SP,BR
USER_0017,ARTICLE_0139,SP,BR
USER_0017,ARTICLE_0080,SP,BR
USER_0017,ARTICLE_2878,SP,BR
USER_0017,ARTICLE_1044,SP,BR
USER_0018,ARTICLE_1159,SP,BR
USER_0019,ARTICLE_0218,SP,BR
USER_0019,ARTICLE_1011,SP,BR
USER_0019,ARTICLE_0332,SP,BR
USER_0019,ARTICLE_0214,SP,BR
USER_0019,ARTICLE_2374,SP,BR
USER_0019,ARTICLE_1979,SP,BR
USER_0019,ARTICLE_1537,SP,BR
USER_0019,ARTICLE_2648,SP,BR
USER_0019,ARTICLE_1627,SP,BR
USER_0019,ARTICLE_2217,SP,BR
USER_0019,ARTICLE_1888,SP,BR
USER_0019,ARTICLE_1305,SP,BR
USER_0019,ARTICLE_2897,SP,BR
USER_0019,ARTICLE_1223,SP,BR
USER_0019,ARTICLE_1092,SP,BR
USER_0019,ARTICLE_1680,SP,BR
USER_0019,ARTICLE_2868,SP,BR
USER_0019,ARTICLE_1988,SP,BR
USER_0020,ARTICLE_1089,MG,BR
USER_0020,ARTICLE_1490,MG,BR
USER_0020,ARTICLE_2258,MG,BR
USER_0020,ARTICLE_2722,MG,BR
USER_0020,ARTICLE_2455,MG,BR
USER_0020,ARTICLE_2965,MG,BR
USER_0020,ARTICLE_2118,MG,BR
USER_0020,ARTICLE_0485,MG,BR
USER_0020,ARTICLE_0972,MG,BR
USER_0020,ARTICLE_1682,MG,BR
USER_0020,ARTICLE_2171,MG,BR
USER_0020,ARTICLE_2118,MG,BR
USER_0020,ARTICLE_1267,MG,BR
USER_0020,ARTICLE_1133,MG,BR
USER_0020,ARTICLE_0806,MG,BR
USER_0020,ARTICLE_1247,MG,BR
USER_0020,ARTICLE_1243,MG,BR
USER_0021,ARTICLE_2911,MG,BR
USER_0021,ARTICLE_0385,MG,BR
USER_0021,ARTICLE_0780,MG,BR
USER_0021,ARTICLE_1743,MG,BR
USER_0021,ARTICLE_0780,MG,BR
USER_0021,ARTICLE_2149,MG,BR
USER_0021,ARTICLE_1851,MG,BR
USER_0021,ARTICLE_2911,MG,BR
USER_0021,ARTICLE_0385,MG,BR
USER_0021,ARTICLE_0385,MG,BR
USER_0021,ARTICLE_2747,MG,BR
USER_0021,ARTICLE_2868,RJ,BR
USER_0021,ARTICLE_2803,MG,BR
USER_0021,ARTICLE_0046,MG,BR
USER_0021,ARTICLE_1253,MG,BR
USER_0021,ARTICLE_2217,MG,BR
USER_0021,ARTICLE_2217,MG,BR
USER_0021,ARTICLE_1253,MG,BR
USER_0021,ARTICLE_1851,MG,BR
USER_0021,ARTICLE_1970,MG,BR
USER_0021,ARTICLE_0385,MG,BR
USER_0021,ARTICLE_2911,MG,BR
USER_0021,ARTICLE_1851,MG,BR
USER_0021,ARTICLE_2309,MG,BR
USER_0021,ARTICLE_2932,MG,BR
USER_0021,ARTICLE_2911,MG,BR
USER_0021,ARTICLE_1743,MG,BR
USER_0021,ARTICLE_2911,MG,BR
USER_0021,ARTICLE_2149,MG,BR
USER_0022,ARTICLE_2245,SP,BR
USER_0022,ARTICLE_2651,SP,BR
USER_0022,ARTICLE_0929,SP,BR
USER_0022,ARTICLE_0169,SP,BR
USER_0022,ARTICLE_1159,SP,BR
USER_0022,ARTICLE_2485,SP,BR
USER_0022,ARTICLE_2085,SP,BR
USER_0022,ARTICLE_2868,SP,BR
USER_0023,ARTICLE_2021,SP,BR
USER_0023,ARTICLE_0610,SP,BR
USER_0023,ARTICLE_0769,SP,BR
USER_0023,ARTICLE_2894,SP,BR
USER_0023,ARTICLE_2492,SP,BR
USER_0024,ARTICLE_0389,SP,BR
USER_0024,ARTICLE_2245,SP,BR
USER_0024,ARTICLE_2782,SP,BR
USER_0024,ARTICLE_0389,SP,BR
USER_0024,ARTICLE_0432,SP,BR
USER_0024,ARTICLE_1824,SP,BR
USER_0024,ARTICLE_0885,SP,BR
USER_0024,ARTICLE_2684,SP,BR
USER_0025,ARTICLE_0886,SP,BR
USER_0025,ARTICLE_1601,SP,BR
USER_0025,ARTICLE_1862,SP,BR
USER_0025,ARTICLE_1159,SP,BR
USER_0025,ARTICLE_1384,SP,BR
USER_0025,ARTICLE_1499,SP,BR
USER_0025,ARTICLE_2080,SP,BR
USER_0025,ARTICLE_2485,SP,BR
USER_0025,ARTICLE_1072,SP,BR
USER_0025,ARTICLE_1159,SP,BR
USER_0026,ARTICLE_0502,SP,BR
USER_0026,ARTICLE_0968,SP,BR
USER_0026,ARTICLE_2583,SP,BR
USER_0026,ARTICLE_0193,SP,BR
USER_0026,ARTICLE_0561,SP,BR
USER_0026,ARTICLE_0942,SP,BR
USER_0026,ARTICLE_1541,SP,BR
USER_0026,ARTICLE_0220,SP,BR
USER_0026,ARTICLE_2617,SP,BR
USER_0026,ARTICLE_2318,SP,BR
USER_0026,ARTICLE_1828,SP,BR
USER_0026,ARTICLE_2583,SP,BR
USER_0026,ARTICLE_1134,PA,BR
USER_0026,ARTICLE_0912,SP,BR
USER_0026,ARTICLE_2311,SP,BR
USER_0026,ARTICLE_0220,SP,BR
USER_0026,ARTICLE_0653,SP,BR
USER_0026,ARTICLE_2400,SP,BR
USER_0026,ARTICLE_0220,SP,BR
USER_0026,ARTICLE_0627,SP,BR
USER_0026,ARTICLE_0305,SP,BR
USER_0026,ARTICLE_2972,SP,BR
USER_0026,ARTICLE_0325,SP,BR
USER_0026,ARTICLE_0179,SP,BR
USER_0026,ARTICLE_0968,SP,BR
USER_0026,ARTICLE_2145,SP,BR
USER_0026,ARTICLE_0597,SP,BR
USER_0026,ARTICLE_0984,SP,BR
USER_0026,ARTICLE_0026,SP,BR
USER_0026,ARTICLE_0252,SP,BR
USER_0026,ARTICLE_1700,SP,BR
USER_0026,ARTICLE_2977,SP,BR
USER_0026,ARTICLE_1568,SP,BR
USER_0026,ARTICLE_0573,SP,BR
USER_0026,ARTICLE_0384,SP,BR
USER_0026,ARTICLE_1381,SP,BR
USER_0026,ARTICLE_0934,SP,BR
USER_0026,ARTICLE_2364,SP,BR
USER_0026,ARTICLE_1559,SP,BR
USER_0026,ARTICLE_0847,SP,BR
USER_0026,ARTICLE_2504,PA,BR
USER_0026,ARTICLE_0968,SP,BR
USER_0026,ARTICLE_0968,SP,BR
USER_0026,ARTICLE_1357,SP,BR
USER_0026,ARTICLE_0733,SP,BR
USER_0027,ARTICLE_1648,MG,BR
USER_0027,ARTICLE_2818,MG,BR
USER_0027,ARTICLE_2368,MG,BR
USER_0027,ARTICLE_0243,CA,US
USER_0027,ARTICLE_1648,MG,BR
USER_0027,ARTICLE_0446,MG,BR
USER_0027,ARTICLE_2459,MG,BR
USER_0027,ARTICLE_1234,MG,BR
USER_0027,ARTICLE_2810,MG,BR
USER_0027,ARTICLE_2428,MG,BR
USER_0027,ARTICLE_2718,MG,BR
USER_0027,ARTICLE_2504,MG,BR
USER_0027,ARTICLE_2428,MG,BR
USER_0027,ARTICLE_2621,MG,BR
USER_0027,ARTICLE_2217,MG,BR
USER_0027,ARTICLE_0561,MG,BR
